iter,f,grad_norm,step_norm,step_size,cumulative_time,per_iter_time,accepted,armijo_iters,gtd,hvp_calls_iter,hvp_calls_cum,subspace_dim,eta,lambda_min_phpt,lambda_shift,seed_sketch,used_grad_fallback
0,2.3025850929940463,1.9158613282439758,0.0,0.0,0.0,0.0,,,,0,0,100,,,,,
1,1.5833690133655849,1.179270510226408,3.150537726420409,1.0,1.447553011123091,1.3694273070432246,1,0,-0.9807360232328126,100,100,100,1.3841464258682952,0.07707019049655446,0.0,1641411168,0
2,1.1792964634310483,0.820089210121412,2.5572392658364564,1.0,2.780839422252029,1.3332106308080256,1,0,-0.5193904392398492,100,200,100,1.0859422223241935,0.07005073251317824,0.0,1454127163,0
3,0.9394981018908287,0.6338770151867025,2.1789197002493497,1.0,4.099888004362583,1.3189748260192573,1,0,-0.30780202742387514,100,300,100,0.9055877705233282,0.0635126970600869,0.0,2749604155,0
4,0.7560482081508372,0.47411334243973796,2.0576662029994712,1.0,5.408724491018802,1.3087688791565597,1,0,-0.2337403530763351,100,400,100,0.7961639373814305,0.051879752190234434,0.0,3056722145,0
5,0.6238185849691288,0.3541481274453095,1.819016752165149,1.0,6.708174440078437,1.2993823387660086,1,0,-0.16899448387687022,100,500,100,0.6885588881422837,0.046282503818012743,0.0,3734005922,0
6,0.5360550185559365,0.2686010869536892,1.6508215733206073,1.0,8.068453655112535,1.360212932806462,1,0,-0.10982867972984053,100,600,100,0.5951034594465987,0.036676862565956155,0.0,480482724,0
7,0.4796281593529049,0.22131670371660075,1.4778498100502566,1.0,9.416277527343482,1.3477589869871736,1,0,-0.06864210379457936,100,700,100,0.5182673894368516,0.031196490587274125,0.0,1227430691,0
8,0.4317463719934437,0.18537586138278225,1.4399182456606194,1.0,10.752004706300795,1.3356486740522087,1,0,-0.05897827572366869,100,800,100,0.47044309296300735,0.02812519563129031,0.0,3112422837,0
9,0.3907838763260755,0.15342755820239276,1.3492933582577409,1.0,12.083883412182331,1.3318115868605673,1,0,-0.05018734652172776,100,900,100,0.43055297163390044,0.024441185765461285,0.0,2543531098,0
10,0.36633199565188945,0.13346920651578242,1.1097324343376824,1.0,13.408555759117007,1.3245957279577851,1,0,-0.028805336854742923,100,1000,100,0.39169829997383543,0.0218849080072378,0.0,62818196,0
11,0.3424878842068082,0.11722627502806382,1.1115946117940323,1.0,14.72842067712918,1.3197976583614945,1,0,-0.028771315447469695,100,1100,100,0.36533437631269033,0.022181559597017224,0.0,109501320,0
12,0.3237416370258519,0.10196005317535502,1.0357589937143872,1.0,16.040468379389495,1.3119794647209346,1,0,-0.022584213441189042,100,1200,100,0.3423832283101259,0.01933575266190886,0.0,1780620601,0
13,0.3077246433769517,0.08955862434387524,1.0161230154354615,1.0,17.347956808283925,1.3074213089421391,1,0,-0.019302813781560024,100,1300,100,0.3193118431492246,0.01700435206481809,0.0,2540533722,0
14,0.29228123840025144,0.07834980398964664,1.0457826379948876,1.0,18.648350208066404,1.3003270481713116,1,0,-0.018229354369201218,100,1400,100,0.2992634697785135,0.01644308625402675,0.0,2906733372,0
15,0.2821003468562255,0.07320477034389086,0.8816628973630755,1.0,19.944558209273964,1.296142278239131,1,0,-0.011738855121921426,100,1500,100,0.27991034991519453,0.015054327135317472,0.0,944647869,0
16,0.27248150069530785,0.06678946303594988,0.8685018357552332,1.0,21.23974802531302,1.2951207403093576,1,0,-0.011061266051455668,100,1600,100,0.27056380087493387,0.01465754930045935,0.0,2322480296,0
17,0.263714059239507,0.06069875676734122,0.8650142735804537,1.0,22.526986805256456,1.2871725680306554,1,0,-0.01013259013057414,100,1700,100,0.25843657449352997,0.013452263763544263,0.0,790193525,0
18,0.25747113705872166,0.05775297465895204,0.7450345390338651,1.0,23.80970472516492,1.2826469582505524,1,0,-0.007240150555065313,100,1800,100,0.2463711768193293,0.013346918061679085,0.0,3782144032,0
19,0.2506689786169909,0.053044821563913956,0.7574621773705417,1.0,25.09051779145375,1.2807548861019313,1,0,-0.007954236645598212,100,1900,100,0.24031848588685814,0.01216671517474902,0.0,2713856450,0
20,0.24466224311554072,0.048901933089063924,0.7905301482544232,1.0,26.366211155429482,1.275626593735069,1,0,-0.00687110604693876,100,2000,100,0.23031461430815447,0.012271076734316431,0.0,327196092,0
21,0.2388703920115112,0.04898582402727198,0.7560076065527935,1.0,27.641647424083203,1.2753355540335178,1,0,-0.0067856845651583265,100,2100,100,0.22113781469722432,0.011551626475220676,0.0,105208945,0
22,0.23298223795660064,0.04340631089507063,0.7520084026966477,1.0,28.915545659139752,1.2738343281671405,1,0,-0.006805313374206738,100,2200,100,0.2213274136370639,0.010925135396546763,0.0,2346347528,0
23,0.22808067361620377,0.04121549544745617,0.7077003451927514,1.0,30.184566271025687,1.2689558672718704,1,0,-0.005638474551613659,100,2300,100,0.20834181264227936,0.01139323713201543,0.0,3460154029,0
24,0.22378849570171722,0.03878554210470438,0.688811255918546,1.0,31.45076372101903,1.266132635064423,1,0,-0.004878899716513723,100,2400,100,0.20301599800866968,0.010385196827632757,0.0,1755984993,0
25,0.21978309830516235,0.037536155564059905,0.6621726912052334,1.0,32.71328388620168,1.2624545120634139,1,0,-0.004608523683543895,100,2500,100,0.19694045319513304,0.009943287767709698,0.0,3932072914,0
26,0.21542878552548758,0.035248028374939455,0.698128168247758,1.0,33.97394333826378,1.2605949873104692,1,0,-0.005012032326233326,100,2600,100,0.19374249808459656,0.010463298274647948,0.0,47291947,0
27,0.21231491825162574,0.03422803283267312,0.6061006570405043,1.0,35.23252234933898,1.2585132867097855,1,0,-0.003564205950599813,100,2700,100,0.18774458281116782,0.01012490770079391,0.0,3089512140,0
28,0.2091990925121601,0.03323582180740989,0.6158312049711236,1.0,36.489994682371616,1.2573763667605817,1,0,-0.0036004741987000974,100,2800,100,0.18500819666348062,0.009095798605270908,0.0,2039164698,0
29,0.2071046699743149,0.03228762345237923,0.4965729678674597,1.0,37.7464208221063,1.2563576227985322,1,0,-0.0023840704784588935,100,2900,100,0.1823069439363457,0.00932537164768919,0.0,2303868194,0
30,0.20368465888923667,0.0293120953623961,0.64914426897703,1.0,39.00221962435171,1.255731682293117,1,0,-0.003928138431555498,100,3000,100,0.17968757178051917,0.008643119069493463,0.0,104652890,0
31,0.20109743491422027,0.02964906705146527,0.584258153688811,1.0,40.26401983713731,1.2617335128597915,1,0,-0.0030130030521777996,100,3100,100,0.17120775497154356,0.008789657094713212,0.0,1983890931,0
32,0.19818942254571625,0.02836454900415334,0.6203025219448566,1.0,41.49859564518556,1.2345086173154414,1,0,-0.003363137735730207,100,3200,100,0.172189044516384,0.008928805197876737,0.0,3877136756,0
33,0.19537802867489867,0.02641211603431669,0.6222219298500921,1.0,42.682008310221136,1.1833474999293685,1,0,-0.003175598004434358,100,3300,100,0.1684177811400962,0.00909146696902775,0.0,2921338901,0
34,0.19337193934599423,0.025536404013944847,0.5167863723383942,1.0,43.86530761932954,1.1832348420284688,1,0,-0.0022797817113715587,100,3400,100,0.16251804833407485,0.008558698527940604,0.0,4218117279,0
35,0.19149109699216574,0.02509088930807334,0.49782956375457876,1.0,45.04800487216562,1.1826320900581777,1,0,-0.0021334666605996103,100,3500,100,0.1598011389632278,0.008312808897333998,0.0,1701053753,0
36,0.1892930014016241,0.02455957836937811,0.546602084019173,1.0,46.229707757011056,1.1816365327686071,1,0,-0.002532783445075649,100,3600,100,0.15840103947914402,0.008264611024490793,0.0,2684783797,0
37,0.18766820222097222,0.023294493042173993,0.4747128889733176,1.0,47.41199390916154,1.1822184738703072,1,0,-0.0018985908163224696,100,3700,100,0.15671495898406798,0.007920221641696458,0.0,691683199,0
38,0.18595022078650364,0.02278123674993685,0.5000697250270036,1.0,48.59360823221505,1.1815391010604799,1,0,-0.001976012530406283,100,3800,100,0.15262533551862872,0.007466751809199644,0.0,3691689311,0
39,0.18448850704650469,0.0221173342694552,0.4563029467581196,1.0,49.7755514504388,1.1818773560225964,1,0,-0.0016671779250316454,100,3900,100,0.150934544587834,0.008136532200419972,0.0,487420610,0
40,0.18270800567005122,0.021854945532248204,0.5200252103444841,1.0,50.95852794032544,1.1829113252460957,1,0,-0.002027375933470945,100,4000,100,0.14871897750272223,0.007385217103371508,0.0,3043591966,0
41,0.18107913822780114,0.021033340484020824,0.4937344801874472,1.0,52.140652822330594,1.1820208141580224,1,0,-0.0018327206979413453,100,4100,100,0.14783418255683697,0.007995365640638708,0.0,1372035088,0
42,0.17948603993925283,0.020279275645448694,0.4983691271149161,1.0,53.32265561725944,1.181937491055578,1,0,-0.0018180451279667153,100,4200,100,0.14502875743803648,0.007981113123428446,0.0,2935200260,0
43,0.1779457305076941,0.02004758058488157,0.48745846943926757,1.0,54.50369701022282,1.1809751112014055,1,0,-0.0017555655444744616,100,4300,100,0.14240532168935505,0.007126918111776495,0.0,1639077593,0
44,0.1761599681279191,0.01923744624486366,0.5330954039453278,1.0,55.68587106233463,1.1821097959764302,1,0,-0.002047133700718092,100,4400,100,0.14158947907553573,0.00728410490767297,0.0,3871479758,0
45,0.17479610289590147,0.01886201045325402,0.4706243921966755,1.0,56.868895394261926,1.18295944808051,1,0,-0.0015473358435346112,100,4500,100,0.13869912128367526,0.007720410367681673,0.0,3221318044,0
46,0.1731339565667233,0.017892990165945383,0.5276857378915022,1.0,58.05128945503384,1.1823344840668142,1,0,-0.0018733665401102402,100,4600,100,0.137339034703372,0.007793419711322167,0.0,3878900815,0
47,0.17173346129110392,0.01788442465046401,0.48069487647065084,1.0,59.233587061055005,1.1822313941083848,1,0,-0.0015938971998399457,100,4700,100,0.13376468205750494,0.006931452822027195,0.0,1867148478,0
48,0.17005514714417544,0.017282271825358225,0.5330039495317324,1.0,60.41535937041044,1.18169708782807,1,0,-0.0019308121462843007,100,4800,100,0.13373266112084964,0.007083776872716225,0.0,3475519844,0
49,0.16925092013503631,0.01672027978575626,0.3738815998061649,1.0,61.597002119291574,1.1815788419917226,1,0,-0.0009254908739415311,100,4900,100,0.13146205469776526,0.006981572808125088,0.0,1988827013,0
50,0.168092951705214,0.016513686590608936,0.44984572212604523,1.0,62.77821951918304,1.1811534920707345,1,0,-0.0013004090773205475,100,5000,100,0.12930692087338658,0.006218166382073523,0.0,1728020393,0
51,0.16668367753875185,0.016065888484198335,0.49310601546515426,1.0,63.959599235095084,1.1813163687475026,1,0,-0.0016056608957913424,100,5100,100,0.1285055897251514,0.006823052652448416,0.0,4223263370,0
52,0.16562347424063573,0.01607481463469071,0.4298693697457408,1.0,65.14186841528863,1.1822019889950752,1,0,-0.0012035927749839616,100,5200,100,0.12675128592719814,0.006828340739515045,0.0,2018951905,0
53,0.16462834884990207,0.01555125168173204,0.41042121203403525,1.0,66.32261220226064,1.1806747121736407,1,0,-0.001146238770224061,100,5300,100,0.12678649231953185,0.006825414497898341,0.0,3884914390,0
54,0.1636240391475521,0.015845147167968893,0.4133621399664042,1.0,67.5058923731558,1.1832150057889521,1,0,-0.0011531448042047586,100,5400,100,0.12470465781891243,0.006491600603569385,0.0,234448712,0
55,0.16258326911154306,0.014831718695766084,0.42724153539628557,1.0,68.68619663221762,1.1802374878898263,1,0,-0.0011824009172553137,100,5500,100,0.12587750858659735,0.006934062385077594,0.0,1159788479,0
56,0.16138522648049997,0.014627075056135159,0.46201521590818423,1.0,69.86688643041998,1.180624564178288,1,0,-0.0013548492409601357,100,5600,100,0.1217855438702233,0.0071705574005279165,0.0,3145014543,0
57,0.16041180140199804,0.01409888650428739,0.425110105918889,1.0,71.04764544311911,1.1806922419928014,1,0,-0.001119434547248588,100,5700,100,0.12094244522141578,0.006515311468637194,0.0,1184970817,0
58,0.15934911251624528,0.01431993511737315,0.45142383037619194,1.0,72.22859163815156,1.1808748142793775,1,0,-0.0012136862358594917,100,5800,100,0.11873873211504067,0.006372018547951461,0.0,981957114,0
59,0.15839271823467235,0.014064353714933794,0.4159686824021483,1.0,73.4103886722587,1.1817293553613126,1,0,-0.001098722009704655,100,5900,100,0.11966593131452724,0.006414944619202698,0.0,780445006,0
60,0.15754248646225172,0.014088889867731368,0.4078949075201929,1.0,74.5908500100486,1.180398897267878,1,0,-0.0009747896389793643,100,6000,100,0.11859322794718843,0.00631752305214952,0.0,2328037609,0
61,0.15656709387494536,0.013292724805323461,0.4294787815450537,1.0,75.77132028806955,1.1803732649423182,1,0,-0.001113119309908909,100,6100,100,0.11869662955506095,0.0062805833546496,0.0,1769241709,0
62,0.15566940972932075,0.013107890042777539,0.4242769944684421,1.0,76.95176688907668,1.1803737538866699,1,0,-0.0010320513772583413,100,6200,100,0.11529407966293613,0.0065999155116853525,0.0,2269442444,0
63,0.15488357816456674,0.012907229068159578,0.3902938623854521,1.0,78.13129951199517,1.1794677381403744,1,0,-0.0008937353430099635,100,6300,100,0.11448969404613474,0.006442228897541075,0.0,732372255,0
64,0.1541118359374325,0.013353288169738069,0.38414375921591437,1.0,79.31096588633955,1.1796003011986613,1,0,-0.0008851498584565413,100,6400,100,0.11360998665680574,0.0064626445627755874,0.0,3210598226,0
65,0.15348114278407105,0.012741007547293856,0.345766767462736,1.0,80.49026138940826,1.1792273353785276,1,0,-0.0007269934448367536,100,6500,100,0.11555642850892402,0.005962317025453875,0.0,131680569,0
66,0.15262000099706782,0.012336928276670624,0.4140653763913297,1.0,81.66995437443256,1.1796294967643917,1,0,-0.000973364642792387,100,6600,100,0.112876071632981,0.0063197920735556775,0.0,875386586,0
67,0.15190376953807821,0.011971946502553506,0.3796987025267063,1.0,82.85162932006642,1.1816086638718843,1,0,-0.0008304449080214742,100,6700,100,0.11107172582016822,0.006132639406367815,0.0,1588509838,0
68,0.15120599524540262,0.012044853296318811,0.37335551128770317,1.0,84.03195104002953,1.1802492910064757,1,0,-0.0008046193391944955,100,6800,100,0.10941639046575018,0.006383322269090932,0.0,1606056255,0
69,0.15051363611971563,0.011680750116876353,0.3706713444230414,1.0,85.21149539621547,1.179481916129589,1,0,-0.0008004908202630116,100,6900,100,0.1097490469039199,0.005991673357209671,0.0,534911120,0
70,0.14969732389529614,0.011600639597297787,0.41708837581080177,1.0,86.39409004803747,1.1825317917391658,1,0,-0.0009151608131215648,100,7000,100,0.1080775190170294,0.006233641720708148,0.0,4116023346,0
71,0.14896842593440618,0.01134647923247448,0.3876254042098698,1.0,87.57566043827683,1.181501662824303,1,0,-0.0008207018090774629,100,7100,100,0.10770626535767447,0.005958364017357959,0.0,3765553321,0
72,0.14848091819128134,0.011019059324245205,0.31570795837862853,1.0,88.75598069140688,1.1802550880238414,1,0,-0.0005529348208788858,100,7200,100,0.10651985370096262,0.0054434871667616205,0.0,195852479,0
73,0.14779527347223193,0.010809315974833242,0.3781912233028448,1.0,89.93585254624486,1.1798078077845275,1,0,-0.0007831308561145979,100,7300,100,0.10497170725602782,0.006071332603370567,0.0,1582765735,0
74,0.14719466422467933,0.010891093438301011,0.3604637273103544,1.0,91.11580430204049,1.1798888267949224,1,0,-0.0006857149658419469,100,7400,100,0.1039678602974652,0.0057723068428706835,0.0,3975135704,0
75,0.14651969320830896,0.010816259140588522,0.38024005265322924,1.0,92.29498665733263,1.1791162132285535,1,0,-0.0007548413046564719,100,7500,100,0.10436040167755685,0.0061083933789828305,0.0,1868998281,0
76,0.14604746887465778,0.010490185112545548,0.3173136545705926,1.0,93.47455189703032,1.1795012629590929,1,0,-0.0005301042736813867,100,7600,100,0.1040012458607517,0.005151640385666367,0.0,3333992873,0
77,0.14539948526544655,0.010497498238222767,0.37462121407104687,1.0,94.65416532941163,1.1795472903177142,1,0,-0.0007327502658928553,100,7700,100,0.10242160471573147,0.005323038080715814,0.0,4214732334,0
78,0.14482173508713475,0.010527503512559357,0.34876802046147665,1.0,95.83420934900641,1.1799715920351446,1,0,-0.0006653043587414021,100,7800,100,0.10245729958486495,0.006165608516288725,0.0,585225985,0
79,0.1443118099970139,0.01046102674516659,0.33009356535203543,1.0,97.0138648962602,1.17958549503237,1,0,-0.0005892114407424669,100,7900,100,0.10260362329157463,0.006050362642361323,0.0,728788471,0
80,0.14389896395274202,0.010591281276904252,0.2985972575240739,1.0,98.19297070242465,1.1790409213863313,1,0,-0.00047680185040776727,100,8000,100,0.10227916085482218,0.005581029743507838,0.0,3208494533,0
81,0.14336575295423257,0.010157993760851714,0.3347296184350079,1.0,99.37230266304687,1.179238230921328,1,0,-0.0006115085700715171,100,8100,100,0.10291395083711563,0.005633201017916581,0.0,4155954495,0
82,0.14286488061440109,0.01061999355898442,0.3327356365975228,1.0,100.55223884433508,1.1798613779246807,1,0,-0.0005813990925554755,100,8200,100,0.10078687295899062,0.005227704724769936,0.0,3555911986,0
83,0.14238418662902141,0.010373325203664213,0.31597244993233065,1.0,101.73150920215994,1.1792022599838674,1,0,-0.0005594661614385554,100,8300,100,0.10305335297303247,0.00563240117138621,0.0,1865108632,0
