iter,f,grad_norm,step_norm,step_size,cumulative_time,per_iter_time,accepted,armijo_iters,gtd,hvp_calls_iter,hvp_calls_cum,subspace_dim,eta,lambda_min_phpt,lambda_shift,seed_sketch,used_grad_fallback
0,2.3025850929940463,1.9158613282439758,0.0,0.0,0.0,0.0,,,,0,0,200,,,,,
1,1.4757938325675546,1.1459731518305785,2.5279027614773746,1.0,3.245139484293759,3.1611077091656625,1,0,-1.1214943188245232,200,200,200,1.3841464258682952,0.015565696576933782,0.0,1641411168,0
2,1.0436590931074612,0.7259664112811157,1.97458609618618,1.0,6.315285854041576,3.070062628015876,1,0,-0.5408355341546798,200,400,200,1.0705013553613925,0.012622551418827954,0.0,1454127163,0
3,0.7760816392620665,0.48957652321765255,1.706386328419311,1.0,9.36536795925349,3.0500021330080926,1,0,-0.33697463869957267,200,600,200,0.8520366255514582,0.010923708022135242,0.0,2749604155,0
4,0.6214669148137494,0.3532465687991593,1.477622678563979,1.0,12.39226398523897,3.026818918995559,1,0,-0.1908229414969231,200,800,200,0.6996974512013407,0.009083574954776394,0.0,3056722145,0
5,0.5123096995135329,0.25397593530686885,1.3275332561297883,1.0,15.413420449011028,3.021080333739519,1,0,-0.13412164222286027,200,1000,200,0.5943454961545173,0.007387790310104426,0.0,3734005922,0
6,0.4503779540540684,0.1981590441879571,1.1240976873080057,1.0,18.412171968258917,2.998673993162811,1,0,-0.07364888850826165,200,1200,200,0.5039602517132367,0.006276298873306146,0.0,480482724,0
7,0.40981659420597305,0.16647736917485853,1.0177623394183073,1.0,21.407167422119528,2.9949191850610077,1,0,-0.047231651427081564,200,1400,200,0.44515058596834073,0.005733033686462305,0.0,1227430691,0
8,0.37174027606885535,0.13615826573035134,1.0442330518830611,1.0,24.39454137114808,2.9872855958528817,1,0,-0.04443136519926452,200,1600,200,0.4080163834637753,0.004885996687980667,0.0,3112422837,0
9,0.3407884711305358,0.11204279074030027,0.9551495871459137,1.0,27.370827042032033,2.976209401153028,1,0,-0.03628332656935488,200,1800,200,0.3689962950089761,0.0041042543321159536,0.0,2543531098,0
10,0.3181999334182401,0.09544061000217685,0.8662059336417581,1.0,30.33586100116372,2.9649620200507343,1,0,-0.025628176737195398,200,2000,200,0.33472793540471085,0.0037255280515710457,0.0,62818196,0
11,0.2986417435695667,0.08221652946739466,0.8323887661688739,1.0,33.316481044050306,2.98054237710312,1,0,-0.022187458493480226,200,2200,200,0.30893463710334723,0.003332482734031607,0.0,109501320,0
12,0.2831497028626036,0.07234180335793956,0.7816218941209965,1.0,36.27489966806024,2.958340958226472,1,0,-0.017447771086145626,200,2400,200,0.2867342488566629,0.0032095399298803433,0.0,1780620601,0
13,0.27027652834722943,0.06376592636615047,0.7432170636875762,1.0,39.230311930179596,2.95533892698586,1,0,-0.014492252671249763,200,2600,200,0.26896431614238264,0.0028578443872518903,0.0,2540533722,0
14,0.25979104168456957,0.05834570059509083,0.7108832716916101,1.0,42.177190735936165,2.9468006500974298,1,0,-0.011732816616157802,200,2800,200,0.25251916039411837,0.002605438285431679,0.0,2906733372,0
