iter,f,grad_norm,step_norm,step_size,cumulative_time,per_iter_time,f_prev,f_next,grad_norm_prev,grad_norm_next,actual_reduction,accepted,gtd,rho,sigma,model_decrease,actual_decrease,lambda_value,cubic_solver,projected_grad_norm,u_norm,y_norm,hvp_calls_iter,hvp_calls_cum,rk_hvp_calls_iter,rk_hvp_calls_cum,subprob_hvp_calls_iter,subprob_hvp_calls_cum,rk_residual_norm_init,rk_residual_norm_final,rk_inner_minres_total_iters,rk_minres_fail,alpha_ws,seed_sketch,rk_seed_base,rk_steps_taken,rk_stop_reason
37,0.0008164530006818106,7.03065804148677e-05,16.834073973847477,1.0,2477.3786032730713,68.15206831181422,0.0009649867471670613,0.0008164530006818106,8.168422689494734e-05,7.03065804148677e-05,0.00014853374648525074,1,-0.00022712181308968577,1.2227205734052178,1e-08,0.00012147807906068959,0.00014853374648525074,1.6817145711578778e-07,lanczos,8.979223829270496e-05,16.817145711578778,87195.05115529489,4091,148388,3960,143883,131,4505,1.0653514801699628,0.28973765012891767,3858,0,2.12995180093756,89664926,36,100,max_steps
38,0.0007328662853800587,5.86284690842886e-05,10.88354781869597,1.0,2544.6887836931273,67.31006154511124,0.0008164530006818106,0.0007328662853800587,7.03065804148677e-05,5.86284690842886e-05,8.358671530175193e-05,1,-0.00014069873091843746,1.1534857040040765,1e-08,7.246445709001742e-05,8.358671530175193e-05,1.0826209409358853e-07,lanczos,6.758775918834006e-05,10.826209409358853,84554.93682745514,4038,152426,3911,147794,127,4632,1.0086129906447876,0.27511761578149235,3809,0,2.2406716823979624,927708477,37,100,max_steps
39,0.0006123556846668756,4.801475526717628e-05,16.953818613808117,1.0,2610.7789647509344,66.0900755240582,0.0007328662853800587,0.0006123556846668756,5.86284690842886e-05,4.801475526717628e-05,0.00012051060071318308,1,-0.0001726353595952103,1.27681163920976,1e-08,9.438400858232238e-05,0.00012051060071318308,1.6911105993953555e-07,lanczos,6.860597628594022e-05,16.911105993953555,130371.17752588264,3963,156389,3836,151630,127,4759,1.1887509938054261,0.3072051908814511,3734,0,2.2952138537357567,1942326601,38,100,max_steps
40,0.000529821374923604,4.758999597515387e-05,14.116917011834868,1.0,2675.7075499151833,64.92846454493701,0.0006123556846668756,0.000529821374923604,4.801475526717628e-05,4.758999597515387e-05,8.25343097432716e-05,1,-0.00012707921445039561,1.2106254564907821,1e-08,6.81749332964733e-05,8.25343097432716e-05,1.4070521508981826e-07,lanczos,5.1281768040392447e-05,14.070521508981827,143950.56610758696,3894,160283,3765,155395,129,4888,1.162209952907129,0.3098219682758137,3663,0,2.3327744100305576,2095392586,39,100,max_steps
41,0.00045483782268422704,3.373490658131329e-05,13.903299232358389,1.0,2740.5532070682384,64.84552752226591,0.000529821374923604,0.00045483782268422704,4.758999597515387e-05,3.373490658131329e-05,7.498355223937693e-05,1,-0.00011037915278575237,1.2572033183586635,1e-08,5.964313897713171e-05,7.498355223937693e-05,1.3873645018217172e-07,lanczos,4.1832971317426076e-05,13.873645018217172,148720.77468104416,3887,164170,3766,159161,121,5009,1.0365552478716362,0.2701730337707255,3664,0,2.2374954061022994,3732358584,40,100,max_steps
42,0.0003892418358318542,3.0439998836434276e-05,14.38364949852329,1.0,2802.991381424945,62.43806463200599,0.00045483782268422704,0.0003892418358318542,3.373490658131329e-05,3.0439998836434276e-05,6.559598685237282e-05,1,-9.407225519850235e-05,1.2634674182834758,1e-08,5.1917434437280825e-05,6.559598685237282e-05,1.430701910249244e-07,lanczos,3.3263305088456285e-05,14.307019102492438,208349.1047689614,3748,167918,3623,162784,125,5134,1.0778426727099841,0.31139462124610046,3521,0,2.295576791829025,1108313345,41,100,max_steps
43,0.00033611263352682194,2.592468179354788e-05,13.347010333537042,1.0,2864.740643549245,61.74915414582938,0.0003892418358318542,0.00033611263352682194,3.0439998836434276e-05,2.592468179354788e-05,5.312920230503228e-05,1,-7.570434364635548e-05,1.2713650884685184,1e-08,4.1789099596113274e-05,5.312920230503228e-05,1.3314955713753502e-07,lanczos,3.155513470081116e-05,13.314955713753502,227544.04303417166,3709,171627,3588,166372,121,5255,1.0340223569082037,0.3009976131047158,3486,0,2.254894748691256,143506814,42,100,max_steps
44,0.00028725504536352987,1.7579270758275188e-05,14.06707251378419,1.0,2924.9903334863484,60.249581680167466,0.00033611263352682194,0.00028725504536352987,2.592468179354788e-05,1.7579270758275188e-05,4.8857588163292074e-05,1,-6.584212884123382e-05,1.3029018121657485,1e-08,3.7499056112354734e-05,4.8857588163292074e-05,1.4007964770213236e-07,lanczos,2.6999846877963444e-05,14.007964770213235,281736.09588313755,3617,175244,3502,169874,115,5370,0.9888487202614337,0.294059226631369,3400,0,2.2847316145519345,3917595041,43,100,max_steps
45,0.00025032994204711006,1.5734939280205374e-05,12.630085485829253,1.0,2982.1525311949663,57.16208986984566,0.00028725504536352987,0.00025032994204711006,1.7579270758275188e-05,1.5734939280205374e-05,3.692510331641981e-05,1,-5.013079016320087e-05,1.3003488029413832,1e-08,2.839630661626741e-05,3.692510331641981e-05,1.2596313733674816e-07,lanczos,2.018228186258113e-05,12.596313733674815,370508.9992265292,3430,178674,3317,173191,113,5483,0.9548419525124474,0.38425237868994666,3215,0,2.1611182738460117,2981519830,44,100,max_steps
46,0.00021777785219996565,1.1787034485669268e-05,12.662841711986045,1.0,3038.5778958853334,56.425261600874364,0.00025032994204711006,0.00021777785219996565,1.5734939280205374e-05,1.1787034485669268e-05,3.255208984714441e-05,1,-4.280298017551205e-05,1.3161724603799057,1e-08,2.473238942999038e-05,3.255208984714441e-05,1.259858680144074e-07,lanczos,1.4473041122165448e-05,12.598586801440739,437222.38482123933,3389,182063,3274,176465,115,5598,1.159279370193825,0.3540795982099852,3172,0,2.1639091118909577,3907629306,45,100,max_steps
47,0.00018927906498670624,8.566472210373777e-06,12.49453272784972,1.0,3093.0872460613027,54.509240521118045,0.00021777785219996565,0.00018927906498670624,1.1787034485669268e-05,8.566472210373777e-06,2.8498787213259406e-05,1,-3.582771654537285e-05,1.3484069145391322,1e-08,2.113515356972188e-05,2.8498787213259406e-05,1.2455810778942225e-07,lanczos,1.260941533510123e-05,12.455810778942224,581211.5768196165,3274,185337,3155,179620,119,5717,1.0522570113548908,0.4176266022208698,3053,0,2.1266224092981814,3041951927,46,100,max_steps
