iter,f,grad_norm,step_norm,step_size,cumulative_time,per_iter_time,f_prev,f_next,grad_norm_prev,grad_norm_next,actual_reduction,accepted,gtd,rho,sigma,model_decrease,actual_decrease,lambda_value,cubic_solver,projected_grad_norm,u_norm,y_norm,hvp_calls_iter,hvp_calls_cum,rk_hvp_calls_iter,rk_hvp_calls_cum,subprob_hvp_calls_iter,subprob_hvp_calls_cum,rk_residual_norm_init,rk_residual_norm_final,rk_inner_minres_total_iters,rk_minres_fail,alpha_ws,seed_sketch,rk_seed_base,rk_steps_taken,rk_stop_reason
0,2.3025850929940463,1.9158613282439758,0.0,0.0,0.0,0.0,2.3025850929940463,2.3025850929940463,1.9158613282439758,1.9158613282439758,0.0,1,nan,nan,1.0,nan,0.0,0.0,lanczos,nan,nan,1.0,0,0,0,0,0,0,nan,nan,0,0,nan,,,0,
1,1.226078269139378,1.12635345928152,3.3420619587056963,1.0,138.489842152223,138.46816686727107,2.3025850929940463,1.226078269139378,1.9158613282439758,1.12635345928152,1.0765068238546684,1,-1.60592733993496,1.1408157020540552,0.5,0.9436290383419532,1.0765068238546684,0.9450311983147524,lanczos,1.9507885005674417,0.9450311983147524,10.554762246648414,5592,5592,5547,5547,45,45,4.218768555647856,0.004024627479420831,5446,0,1.0,3757552657,0,100,max_steps
2,0.7566182244611338,0.4897923593975155,2.9244864487025053,1.0,282.24017733708024,143.7502245521173,1.226078269139378,0.7566182244611338,1.12635345928152,0.4897923593975155,0.4694600446782441,1,-0.6544103179675073,1.2618736273540518,0.25,0.3720341201381846,0.4694600446782441,0.4066461309399209,lanczos,1.078345053571825,0.8132922618798418,18.400294287607007,5493,11085,5436,10983,57,102,1.640787060903122,0.004020199521910053,5334,0,1.5145456675658269,673228719,1,100,max_steps
3,0.5065417849745999,0.2640694913481214,2.781899265454014,1.0,426.02426279429346,143.7839718912728,0.7566182244611338,0.5065417849745999,0.4897923593975155,0.2640694913481214,0.2500764394865339,1,-0.3490683447330557,1.290006162800555,0.125,0.19385677890377465,0.2500764394865339,0.19350803047070864,lanczos,0.5230167643389548,0.7740321218828345,33.70592635432725,5469,16554,5400,16383,69,171,0.6912457378783461,0.005396606911626925,5298,0,1.6983002774832918,3241444873,2,100,max_steps
4,0.3829467407446304,0.15717556794232704,2.686869676671261,1.0,574.5138290980831,148.48946593794972,0.5065417849745999,0.3829467407446304,0.2640694913481214,0.15717556794232704,0.12359504422996948,1,-0.17030779421238793,1.3055662737511664,0.0625,0.09466776732433117,0.12359504422996948,0.09625932977409321,lanczos,0.25721232870601485,0.7700746381927457,61.106213943072056,5519,22073,5438,21821,81,252,0.4486696659225127,0.006799680656991391,5336,0,1.6348140055167435,3685993406,3,100,max_steps
5,0.30405453883841216,0.09810210700793229,2.8051787305440685,1.0,724.6156411850825,150.10169817088172,0.3829467407446304,0.30405453883841216,0.15717556794232704,0.09810210700793229,0.07889220190621826,1,-0.1087140925941681,1.3086505302362414,0.03125,0.06028515641374203,0.07889220190621826,0.05179357033299594,lanczos,0.15428959317952382,0.828697125327935,113.89528501543458,5553,27626,5466,27287,87,339,0.3556496289953639,0.009966003829729902,5364,0,1.578215324688934,1216546553,4,100,max_steps
6,0.2482419284305263,0.05881902596733876,3.1517643154886024,1.0,879.8143604332581,155.19860847713426,0.30405453883841216,0.2482419284305263,0.09810210700793229,0.05881902596733876,0.05581261040788585,1,-0.07741461877597443,1.3026356562491836,0.015625,0.04284591024369239,0.05581261040788585,0.028944648479505557,lanczos,0.10607092385077613,0.9262287513441778,213.21378980203139,5642,33268,5547,32834,95,434,0.36143200125904357,0.012847028359749496,5445,0,1.564994409126954,2078861726,5,100,max_steps
7,0.21683628255990936,0.04176289804262256,3.319713678409114,1.0,1035.021655027289,155.2071833317168,0.2482419284305263,0.21683628255990936,0.05881902596733876,0.04176289804262256,0.03140564587061695,1,-0.042529993289082385,1.3098710792278565,0.0078125,0.023976135032410948,0.03140564587061695,0.015836079081738934,lanczos,0.053789439831837135,1.0135090612312918,416.32837193583384,5754,39022,5645,38479,109,543,0.42669207752775123,0.019168462570119997,5543,0,1.617694808646561,2471122328,6,100,max_steps
8,0.19075772094790072,0.028517801775664372,3.6674879738055606,1.0,1194.191109104082,159.16933352593333,0.21683628255990936,0.19075772094790072,0.04176289804262256,0.028517801775664372,0.02607856161200864,1,-0.03663631376040246,1.281321092470837,0.00390625,0.020352869991174513,0.02607856161200864,0.009065912006041489,lanczos,0.04228313045342094,1.1604367367733106,708.3517546974293,5844,44866,5717,44196,127,670,0.39694357602483527,0.021666323374027838,5615,0,1.4748636116153397,23012616,7,100,max_steps
9,0.17170824655304553,0.022352520212266542,3.90910676982871,1.0,1353.343740185257,159.1525212856941,0.19075772094790072,0.17170824655304553,0.028517801775664372,0.022352520212266542,0.019049474394855187,1,-0.026754006741787403,1.2779223824616075,0.001953125,0.014906597346046161,0.019049474394855187,0.005192970214288741,lanczos,0.02974189461795856,1.3294003748579177,1213.7812305716268,5933,50799,5790,49986,143,813,0.4671759078619648,0.02859082945861524,5688,0,1.5183206503850588,3031610183,8,100,max_steps
10,0.15488154655592953,0.0177168549627864,4.505752827914888,1.0,1516.1839680722915,162.84011760400608,0.17170824655304553,0.15488154655592953,0.022352520212266542,0.0177168549627864,0.016826699997116,1,-0.02413084767386405,1.2597188840354674,0.0009765625,0.013357503972007016,0.016826699997116,0.0030924327470749943,lanczos,0.02294035478003721,1.583325566502397,1886.4549667170986,5995,56794,5836,55822,159,972,0.6059638804978182,0.032239402582943194,5734,0,1.4670782007846963,2976135721,9,100,max_steps
11,0.1424368540172662,0.013583659945412063,4.612530488819525,1.0,1679.142477442976,162.95833573909476,0.15488154655592953,0.1424368540172662,0.0177168549627864,0.013583659945412063,0.012444692538663343,1,-0.017551640206208696,1.2691770966005915,0.00048828125,0.009805323915784207,0.012444692538663343,0.0018060360851470014,lanczos,0.016523060474545766,1.8493809511905295,2863.816459883695,6077,62871,5898,61720,179,1151,0.7558927857604443,0.038177803751562676,5796,0,1.4814501584957196,556745865,10,100,max_steps
12,0.13075190491660557,0.011226553536483897,5.086412520378927,1.0,1845.943826183211,166.8012385261245,0.1424368540172662,0.13075190491660557,0.013583659945412063,0.011226553536483897,0.011684949100660619,1,-0.01653982568120902,1.2657619117804841,0.000244140625,0.009231553732110634,0.011684949100660619,0.001112162164236859,lanczos,0.014453260528026562,2.2777081123570873,4398.368111365385,6129,69000,5938,67658,191,1342,0.6249069493600148,0.04480559054300997,5836,0,1.4937983487749058,4118645239,11,100,max_steps
13,0.12087884176251364,0.009878733288679893,5.526213335266523,1.0,2011.3494687341154,165.40553149906918,0.13075190491660557,0.12087884176251364,0.011226553536483897,0.009878733288679893,0.009873063154091935,1,-0.013895280811959515,1.2603458381942307,0.0001220703125,0.00783361427863136,0.009873063154091935,0.0006817378817662285,lanczos,0.01167913294083384,2.792398363714472,6461.78154977383,6174,75174,5963,73621,211,1553,0.926941168221618,0.048178533657643546,5861,0,1.4816503770431182,2090914255,12,100,max_steps
14,0.11137185423308492,0.008377798890762926,6.204843454387573,1.0,2180.1709984340705,168.82142046373338,0.12087884176251364,0.11137185423308492,0.009878733288679893,0.008377798890762926,0.009506987529428718,1,-0.013321553536318509,1.264250266530621,6.103515625e-05,0.007519861993399431,0.009506987529428718,0.0004250786169442811,lanczos,0.009715417805014715,3.482244030007551,9026.898316353512,6210,81384,5989,79610,221,1774,1.0183563566665135,0.06248494458118967,5887,0,1.4571530890992421,1802160804,13,100,max_steps
15,0.10270138573373999,0.00750436940885597,7.002021709501721,1.0,2348.19501987705,168.02390319714323,0.11137185423308492,0.10270138573373999,0.008377798890762926,0.00750436940885597,0.008670468499344927,1,-0.012147889948972685,1.2600231358219431,3.0517578125e-05,0.006881197854902064,0.008670468499344927,0.00026228519037044116,lanczos,0.008430062749252641,4.297280559029308,12857.352211646352,6283,87667,6040,85650,243,2017,1.9468837720685466,0.08734910612828081,5938,0,1.5008668416358841,3957305396,14,100,max_steps
16,0.09475407519113817,0.0070775538387684404,7.26120272083365,1.0,2517.4903028500266,169.29515515780076,0.10270138573373999,0.09475407519113817,0.00750436940885597,0.0070775538387684404,0.007947310542601824,1,-0.011110342259530025,1.264316806550982,1.52587890625e-05,0.0062858537523374745,0.007947310542601824,0.00015983068360302786,lanczos,0.007869156561306278,5.237331840304017,18737.799599551636,6287,93954,6046,91696,241,2258,1.3982400741075653,0.1279806570372467,5944,0,1.5609703496575973,2416193258,15,100,max_steps
17,0.0872608559752556,0.00656930382759574,8.313226389978427,1.0,2685.0995398713276,167.6091224779375,0.09475407519113817,0.0872608559752556,0.0070775538387684404,0.00656930382759574,0.007493219215882571,1,-0.010524771360057202,1.2598496001796953,7.62939453125e-06,0.00594770932563204,0.007493219215882571,9.855891598400367e-05,lanczos,0.007177209422308171,6.459157117927664,27207.065131535805,6310,100264,6059,97755,251,2509,1.436519472064787,0.16112372347219026,5957,0,1.5640853430533292,2322685169,16,100,max_steps
18,0.08096077060404798,0.005548135047178923,9.083490708243405,1.0,2859.0402038050815,173.94054135819897,0.0872608559752556,0.08096077060404798,0.00656930382759574,0.005548135047178923,0.006300085371207617,1,-0.008432025845443055,1.293288543807062,3.814697265625e-06,0.0048713687300298925,0.006300085371207617,6.11697045858667e-05,lanczos,0.006947808766415931,8.01763551947872,39618.25289815506,6363,106627,6092,103847,271,2780,1.7372062586345782,0.2298164550348149,5990,0,1.5648262680681715,3860999861,17,100,max_steps
19,0.07505973042052932,0.0048538667079768985,10.966239607138295,1.0,3029.960223204922,170.91990289883688,0.08096077060404798,0.07505973042052932,0.005548135047178923,0.0048538667079768985,0.005901040183518655,1,-0.007666059156499689,1.3125471990128477,1.9073486328125e-06,0.004495868939385008,0.005901040183518655,3.8680673131744133e-05,lanczos,0.005695457546522161,10.139906377447934,59649.152317414,6390,113017,6119,109966,271,3051,2.3617671484926497,0.2958674965677484,6017,0,1.6030491852289643,3521360814,18,100,max_steps
20,0.06937602221752377,0.0043861205900062065,13.293904889055915,1.0,3200.2540931403637,170.29374554380774,0.07505973042052932,0.06937602221752377,0.0048538667079768985,0.0043861205900062065,0.0056837082030055525,1,-0.0072589797968425,1.3255919998172772,9.5367431640625e-07,0.004287675396192047,0.0056837082030055525,2.431012416339653e-05,lanczos,0.004516068271154456,12.74550637737884,86909.8273507689,6420,119437,6149,116115,271,3322,2.6641548580526155,0.38570618892170405,6047,0,1.5520763536689102,2710367621,19,100,max_steps
21,0.06389517449009906,0.004185181557178599,16.371564421693723,1.0,3371.731942961924,171.47764531802386,0.06937602221752377,0.06389517449009906,0.0043861205900062065,0.004185181557178599,0.005480847727424715,1,-0.007027213984528965,1.3207325096861329,4.76837158203125e-07,0.004149854483953922,0.005480847727424715,1.5142305444000708e-05,lanczos,0.0043211239628239,15.877858073248486,123203.78852260059,6442,125879,6159,122274,283,3605,4.260940640098801,0.5068115344975112,6057,0,1.50677909325467,2613302452,20,100,max_steps
