iter,f,grad_norm,step_norm,step_size,cumulative_time,per_iter_time,accepted,gtd,rho,sigma,model_decrease,actual_decrease,hvp_calls_iter,hvp_calls_cum,subspace_dim,lambda_value,seed_sketch
14,0.12801966216223762,0.010597274176476367,5.847858412902658,1.0,24.32169105205685,3.1768316091038287,1,-0.010547203700636979,1.0946477048543384,6.103515625e-05,0.005379089906783228,0.005888208420665397,225,1718,200,0.0002112799026482232,4024081427
15,0.12352806702796545,0.009244898190114148,5.013134117841917,1.0,27.539966073818505,3.218189883045852,1,-0.008389402689312599,1.0630063758645318,3.0517578125e-05,0.004225369890767773,0.004491595134272164,229,1947,200,8.817286125560528e-05,2223717448
16,0.11863540506585575,0.008493232130020418,6.063836738116875,1.0,30.92928831698373,3.389235637150705,1,-0.009146873799639936,1.0633864320570825,1.52587890625e-05,0.004601019737147696,0.004892661962109704,241,2188,200,5.361629431751754e-05,4128458621
17,0.11442277076254258,0.008007279270352621,6.0902093052772575,1.0,34.171385277062654,3.2419994566589594,1,-0.008190190963081375,1.0254509087833208,7.62939453125e-06,0.004108079935597686,0.004212634303313173,231,2419,200,2.6274738430476606e-05,2122115876
18,0.11062788490290462,0.006967661766786172,6.135676004626137,1.0,37.52386011276394,3.3523911628872156,1,-0.007231099617000595,1.0474044645222536,3.814697265625e-06,0.0036231331717388607,0.003794885859637956,237,2656,200,1.3835576071953434e-05,1210722420
19,0.10652577334859954,0.006634802806461574,6.835364476517161,1.0,40.971835584845394,3.447890331968665,1,-0.00793868615784528,1.0321654479798406,1.9073486328125e-06,0.003974277149398629,0.0041021115543050796,245,2901,200,7.552538010186821e-06,2522150496
20,0.10418305974281392,0.00614983512465544,4.401409661416257,1.0,44.19512588577345,3.2232083748094738,1,-0.004527316945244626,1.0346275721454616,9.5367431640625e-07,0.0022643061801722953,0.0023427136057856263,229,3130,200,2.41804363984175e-06,1121449590
21,0.10152493800666706,0.005616240880729548,4.907446411279123,1.0,47.43978625489399,3.2443400640040636,1,-0.005136842196338327,1.0347444385885356,4.76837158203125e-07,0.002568867864390474,0.002658121736146851,229,3359,200,1.3458989218294768e-06,4192066237
22,0.09939727735222631,0.005487823194309716,5.171714182188347,1.0,50.91049354011193,3.470620329026133,1,-0.004158505406783296,1.0231495099550993,2.384185791015625e-07,0.002079520767726436,0.002127660654440755,247,3606,200,7.151638166292478e-07,98772705
23,0.09725609716923266,0.005167414895692478,4.656815186586092,1.0,54.33430693298578,3.423727345187217,1,-0.004129650843030782,1.0369272450042242,1.1920928955078125e-07,0.002064928077943339,0.0021411801829936544,245,3851,200,3.271564941222965e-07,1197043677
24,0.09524893812664581,0.00510437871676519,5.1014587976371875,1.0,57.620338845066726,3.2859471910633147,1,-0.003965234598160693,1.0123437310211283,5.960464477539063e-08,0.00198268530843992,0.002007159042586845,235,4086,200,1.796671491170211e-07,414638637
25,0.09325771058383396,0.004849048627990811,4.867252444403184,1.0,61.0106447651051,3.3902188250795007,1,-0.003899428872630945,1.0212776213909285,2.9802322387695312e-08,0.0019497416775860594,0.001991227542811849,243,4329,200,8.343150419519173e-08,4084865882
26,0.09154383780656193,0.004443293258162351,4.541041742716155,1.0,64.31477839872241,3.304035224020481,1,-0.00328877997789192,1.0422475170653853,1.4901161193847656e-08,0.0016444009212875966,0.0017138727772720297,237,4566,200,3.877129066910587e-08,475036666
27,0.08988949488794537,0.0044304825009685725,4.8104107238580545,1.0,67.6202646298334,3.305400113109499,1,-0.003296929056989192,1.0035618720902222,1e-08,0.0016484712747913486,0.001654342918616561,237,4803,200,2.0782966467727984e-08,4230908340
28,0.0883984881167931,0.004201437493000688,4.374245661425074,1.0,70.92013757582754,3.299786897841841,1,-0.0029049212237393074,1.0265362366792476,1e-08,0.0014524638467469427,0.00149100677115227,241,5044,200,1.246704759977818e-08,1661556780
29,0.08694100052508039,0.0041592385082785685,4.300495438429696,1.0,74.38090816605836,3.4606876149773598,1,-0.0029045648077275768,1.0035818948419808,1e-08,0.0014522856572080777,0.001457487591712714,251,5295,200,1.2468624740813495e-08,1779506173
30,0.08563176709640387,0.003965836922743964,4.419518458474234,1.0,77.73356654588133,3.3525761738419533,1,-0.002607925069114876,1.0040396127171665,1e-08,0.0013039659113980825,0.0013092334286765178,243,5538,200,1.2658018705899255e-08,3834241439
31,0.08439336069202816,0.0037291355180559655,4.082863683715851,1.0,81.08971195202321,3.3560077440924942,1,-0.0024130185198641208,1.0264352213767722,1e-08,0.0012065119927535404,0.001238406404375711,239,5777,200,1.1814891396075101e-08,1000343104
32,0.08316766221064818,0.003964894141372851,4.151886606721504,1.0,84.61816979991272,3.52837368613109,1,-0.0024422773061066267,1.0037317953659106,1e-08,0.001221141431444987,0.0012256984813799748,253,6030,200,1.1858836513826901e-08,3218692353
33,0.08168078223409299,0.004063058284716679,4.679973630763122,1.0,87.87394519103691,3.255690110847354,1,-0.0029145175659519252,1.0203237739697923,1e-08,0.0014572628948653849,0.0014868799765551943,233,6263,200,1.3519541352582792e-08,2129163457
34,0.08030021792096753,0.0037289724517560667,4.340944980616501,1.0,91.26599734369665,3.391959539614618,1,-0.0026880131496287733,1.0271981105928363,1e-08,0.0013440097863192907,0.001380564313125457,243,6506,200,1.2451698135871524e-08,4259642700
35,0.07883255653739672,0.003356795869786099,4.975972115788118,1.0,94.64520017476752,3.3791181799024343,1,-0.0028614105809671776,1.0258272451986779,1e-08,0.0014307100834376441,0.001467661383570809,243,6749,200,1.4248771660487456e-08,2954190436
36,0.07791080957791433,0.003273542723082293,3.531489433173143,1.0,98.03480813885108,3.389528972096741,1,-0.001832572585479118,1.0059574858663909,1e-08,0.000916288185567339,0.0009217469594823974,243,6992,200,1.0426230251651534e-08,4272786094
37,0.07670372905119653,0.003358150415293316,4.44097265532202,1.0,101.26629733806476,3.2314012651331723,1,-0.00239906571752767,1.0062892170188835,1e-08,0.001199536382088791,0.0012070805267177936,231,7223,200,1.2864351297358488e-08,3966914979
38,0.07571108969011746,0.00311038018234578,3.899070109164562,1.0,104.69277778174728,3.4263957240618765,1,-0.0019737050682535604,1.005861508860055,1e-08,0.000986854902325503,0.000992639361079073,247,7470,200,1.1236554732364309e-08,661279667
39,0.07491469711338179,0.003211531035563315,3.5762625946122264,1.0,107.95199465891346,3.2591313179582357,1,-0.0015860975820005617,1.0042140115897695,1e-08,0.0007930506520964573,0.0007963925767356661,235,7705,200,1.0365061521734621e-08,3915597679
40,0.07403426566483458,0.003092676995318288,3.769716444059093,1.0,111.34709528600797,3.3950160457752645,1,-0.0017319721070702373,1.016678418624221,1e-08,0.000865988135893179,0.0008804314485472142,245,7950,200,1.0754492993887306e-08,1622250174
41,0.07314208033280978,0.0029558754766483204,3.7379551595672322,1.0,114.92509571183473,3.577632279135287,1,-0.0017797553297707609,1.0025907147481625,1e-08,0.0008898799070255756,0.0008921853320248002,253,8203,200,1.104252520049644e-08,2994066266
42,0.07233814232556234,0.00305174427741906,3.329632709050705,1.0,118.34413994383067,3.418958463240415,1,-0.0015761831183413882,1.02010533151111,1e-08,0.0007880931335360707,0.0008039380072474428,245,8448,200,9.800227005217203e-09,790022360
43,0.07152333245371922,0.002960287791004531,3.794734330503278,1.0,121.59073302289471,3.246507938951254,1,-0.0016144029666528056,1.0094227190616545,1e-08,0.0008072038170495582,0.0008148098718431113,235,8683,200,1.120329219502153e-08,863937861
44,0.07067234801219091,0.0030387708025030914,3.755964693177563,1.0,125.01269267778844,3.421870604157448,1,-0.001680917622558461,1.0125211329777193,1e-08,0.0008404609186038975,0.000850984441528313,247,8930,200,1.0826266589573705e-08,3205015536
45,0.0698149372066297,0.002824491505356596,3.807598318392121,1.0,128.37928302306682,3.3665037378668785,1,-0.0016927656484507154,1.0130266914493133,1e-08,0.000846385206627208,0.000857410805561204,243,9173,200,1.1246740345072046e-08,315350042
46,0.0691456763282869,0.0026712007178629387,3.212730497827828,1.0,131.59154349379241,3.2121730260550976,1,-0.0013481450325275016,0.9928599189963019,1e-08,0.0006740738200202227,0.0006692608783428061,233,9406,200,9.220323483128728e-09,3127295581
47,0.06844154054798052,0.0029371368758441484,3.4108382775095167,1.0,134.89930369285867,3.30767310410738,1,-0.0013967803635692574,1.0082245517811244,1e-08,0.0006983918206142282,0.0007041357803063836,239,9645,200,9.946292129285108e-09,215238124
48,0.06766015162669012,0.0027741555750585515,3.422140200424678,1.0,138.17230775067583,3.272913679946214,1,-0.0015706512326750198,0.9949851527809488,1e-08,0.0007853272173021319,0.000781388921290399,237,9882,200,9.873235302643402e-09,1697067391
49,0.066954157733721,0.0025090289548641885,3.717913385250537,1.0,141.58939502295107,3.41700541600585,1,-0.0013883352329729416,1.0170334222752049,1e-08,0.0006941698055406467,0.0007059938929691173,245,10127,200,1.0961097524026064e-08,3401387018
50,0.06637532707475281,0.0023592368741166174,3.189095281024661,1.0,144.96111658774316,3.371634957846254,1,-0.001152113291085266,1.0048131067522252,1e-08,0.0005760580301734864,0.000578830658968188,243,10370,200,9.411461901535954e-09,2306900806
51,0.06583536344402675,0.0025203777318334557,2.9713488998348976,1.0,148.43148043612018,3.4702094928361475,1,-0.001071037876148863,1.0082978012906265,1e-08,0.0005355199922432666,0.0005399636307260591,249,10619,200,8.593141799535872e-09,2082056730
52,0.06521998561338159,0.002245512329588313,3.235721832621741,1.0,151.9134478699416,3.4818785223178566,1,-0.0012139245418372475,1.0138627010997507,1e-08,0.0006069636746451519,0.000615377830645164,251,10870,200,9.440532460096762e-09,3624034098
53,0.06471096828092779,0.0023328792111320554,3.2319319909583473,1.0,155.32952023902908,3.4159871586598456,1,-0.0010102871384420576,1.0076659139302657,1e-08,0.0005051449348608481,0.0005090173324538011,245,11115,200,9.335300519724415e-09,1163471188
54,0.0641322760540579,0.0022482518913993516,3.36196140987152,1.0,158.93416338181123,3.604558492079377,1,-0.0011385106358519845,1.0165749267322215,1e-08,0.0005692568365128726,0.0005786922268698896,259,11374,200,9.695639076696584e-09,431774218
55,0.06358141648799889,0.0022526259886663054,3.0824362547551996,1.0,162.40763144008815,3.47338389698416,1,-0.0010971191028266425,1.0041907589487016,1e-08,0.0005485606804783854,0.000550859566059006,241,11615,200,8.783323814721303e-09,601640467
56,0.06291807536765348,0.002368665890792012,3.731703410574455,1.0,165.8659425340593,3.4582253959961236,1,-0.0013074697857411576,1.0146913266149817,1e-08,0.0006537368586349539,0.000663341120345412,249,11864,200,1.0565893575400915e-08,2580043522
57,0.06232144361997627,0.002336914700183353,3.3386242459043,1.0,169.2421726579778,3.3761444962583482,1,-0.0011791107549473706,1.0120003271964275,1e-08,0.0005895568723086063,0.0005966317476772121,243,12107,200,9.658259900932552e-09,1424963107
58,0.061856470145836194,0.0023800318434651834,2.7095837237219103,1.0,172.65045721968636,3.408196629025042,1,-0.0009302868784847786,0.9996329039174607,1e-08,0.00046514422676353554,0.0004649734741400749,245,12352,200,7.841763993877227e-09,3076439967
59,0.06125925776098407,0.002207950464698845,3.093734560665895,1.0,176.0689321467653,3.418389717116952,1,-0.0011854090899148233,1.0076036217028317,1e-08,0.0005927056751174078,0.0005972123848521221,245,12597,200,8.786741785356122e-09,2821730933
60,0.06074501576521605,0.0021351560461249997,3.1638273518280733,1.0,179.45277728000656,3.3837599237449467,1,-0.0010294968475293921,0.9990135840653374,1e-08,0.0005147497531268702,0.0005142419957680222,243,12840,200,9.271602673624396e-09,649064613
61,0.060210584389827,0.0022648365339356354,3.4513178518887377,1.0,182.8841949077323,3.4312681616283953,1,-0.0010543342570504732,1.0137765890780748,1e-08,0.0005271687876271224,0.0005344313753890481,245,13085,200,9.987767272325435e-09,3885548468
62,0.05968248462895933,0.002144724270584914,3.144199868530211,1.0,186.43934002472088,3.555059837177396,1,-0.0010419377997844274,1.0136851418934525,1e-08,0.0005209702096266689,0.0005280997608676716,255,13340,200,9.246798550674802e-09,1613752859
63,0.05907822508682967,0.0021193188821968176,3.461080550637043,1.0,189.9140732320957,3.4746451331302524,1,-0.0012049402815088965,1.002967258036874,1e-08,0.0006024718526828,0.0006042595421296634,249,13589,200,1.008940006109862e-08,2788971760
64,0.0586165390799975,0.002165227202175284,3.032656983438643,1.0,193.24582515098155,3.3316644742153585,1,-0.000926208530187844,0.9969351490737806,1e-08,0.0004631053557105563,0.0004616860068321696,239,13828,200,8.644776204783943e-09,1156272220
65,0.0581457286765647,0.0020288318586205245,2.685419912185482,1.0,196.48186878766865,3.2359598949551582,1,-0.0009372974532709793,1.0046110137579418,1e-08,0.00046864945435113117,0.0004708104034327962,233,14061,200,7.587561367982743e-09,2286330618
66,0.05761619135901605,0.0021673745838193628,3.5485020433735674,1.0,199.93608018010855,3.4541271599009633,1,-0.0010465665692076498,1.0119480579290594,1e-08,0.0005232850771336456,0.0005295373175486506,245,14306,200,1.0249247314185463e-08,1398993021
67,0.05715364531292169,0.002023956443090775,2.773803253025486,1.0,203.3208318836987,3.3846551799215376,1,-0.0009215736276218417,1.0038160670317482,1e-08,0.00046078764953632635,0.0004625460460943587,241,14547,200,7.939220956734302e-09,3655033231
68,0.056684674922637,0.002008412065658506,3.0956142603002577,1.0,206.80965469777584,3.488739490043372,1,-0.0009309100298329625,1.0075499246620994,1e-08,0.00046545623080858307,0.00046897039028469256,247,14794,200,8.957980839015334e-09,4103065014
69,0.056210878080641485,0.0020359210284573667,3.0632497353934647,1.0,210.2341185938567,3.424385391175747,1,-0.0009454971299884911,1.0022149222693835,1e-08,0.0004727497380728109,0.00047379684199551353,245,15039,200,8.897695534854013e-09,1459296537
70,0.05569937592686746,0.0018949912698174285,3.2983960570424826,1.0,213.6177868079394,3.383586356882006,1,-0.0009993273611351413,1.0236896730172031,1e-08,0.0004996652474440166,0.0005115021537740252,243,15282,200,9.806871147251506e-09,1449552273
71,0.055201147635911024,0.001843689865712057,3.155046354325843,1.0,217.1761320978403,3.558200085069984,1,-0.0009863996832617735,1.0101928133184939,1e-08,0.0004932011833659267,0.0004982282909564359,247,15529,200,9.308903628573146e-09,3405289492
72,0.054878659435437634,0.0017526581905796485,2.149096320797139,1.0,220.58268927410245,3.4064742708578706,1,-0.0006400778928683925,1.0076517229574797,1e-08,0.00032003934804664526,0.0003224882004733906,241,15770,200,6.227662245724726e-09,4066321100
73,0.05449826169064876,0.0019492573072003565,2.7736862926468002,1.0,224.1159011661075,3.5331190689466894,1,-0.0007554533102117379,1.0070690455401698,1e-08,0.00037772757138497586,0.000380397744788874,249,16019,200,8.20135475012474e-09,3293151749
74,0.05406936939843142,0.001922045693997962,2.959403058822557,1.0,227.60141609981656,3.4854302839376032,1,-0.0008548275175531054,1.0034566006563135,1e-08,0.0004274148896293298,0.00042889229221734076,247,16266,200,8.795534175465805e-09,2179529287
75,0.05372417740429476,0.001822986303573695,2.4504606045808197,1.0,230.80185631569475,3.200359266716987,1,-0.0006801081675713048,1.0151074298497766,1e-08,0.0003400546424802946,0.0003451919941366566,229,16495,200,6.949560543008451e-09,4050025905
76,0.053419176693325666,0.0017362648148791752,2.269826140490658,1.0,234.25296866009012,3.451027622912079,1,-0.0006036464848035146,1.0105260172126778,1e-08,0.0003018237094086659,0.0003050007109690958,247,16742,200,6.584544580193963e-09,3960715849
77,0.05308816813797312,0.0017496579349198429,2.6093419757386656,1.0,237.68586571374908,3.432810517027974,1,-0.0006605702314486345,1.0021880903036786,1e-08,0.0003302858600646996,0.00033100855535254936,245,16987,200,7.654033240188804e-09,3430452516
78,0.05272059330125359,0.0017118538360929702,2.816979426809639,1.0,241.1681965328753,3.4822451900690794,1,-0.0007305710120887553,1.0062646417215388,1e-08,0.0003652864479970941,0.00036757483671952945,249,17236,200,8.262165321982495e-09,3629377215
79,0.05232797430605127,0.0017041050119010065,2.9561780741333235,1.0,244.65833170805126,3.490049059037119,1,-0.0007880715595036136,0.9964016937944344,1e-08,0.00039403686048261686,0.0003926189952023207,249,17485,200,8.665264848470357e-09,2509620386
80,0.051984764456324176,0.0017004100728861245,2.4855062456165133,1.0,248.16534515097737,3.506932493299246,1,-0.0006780506245919162,1.0123409457248371,1e-08,0.00033902594889249763,0.00034320984972709134,249,17734,200,7.250761274931012e-09,4026640101
81,0.05167624609143928,0.0016245966529908362,2.641934386715141,1.0,251.6269384068437,3.461221267003566,1,-0.0006143181955465244,1.0044228137632896,1e-08,0.00030715985405485,0.0003085183648848938,241,17975,200,7.678362338018504e-09,3226571093
82,0.05135820877661374,0.0015663324784428204,2.4924094771198826,1.0,255.11891550384462,3.4918948211707175,1,-0.0006355490809459172,1.000824946636218,1e-08,0.00031777516727022763,0.0003180373148255408,247,18222,200,7.220295332409265e-09,3322159344
83,0.0510681715370112,0.0015760360941191466,2.6428981990000446,1.0,258.59596472466365,3.476969738956541,1,-0.0005752220254000821,1.008433187341173,1e-08,0.0002876117557844849,0.00029003723960253913,247,18469,200,7.637616173968228e-09,1604621191
84,0.05073965715163839,0.0015947740724509838,2.649839463722888,1.0,262.27694360306486,3.6808823528699577,1,-0.0006527093844482574,1.006615238821635,1e-08,0.0003263554660243152,0.000328514385372812,249,18718,200,7.750420004696055e-09,2958009742
85,0.050427852225944425,0.0016103216792641636,2.5354393044271855,1.0,265.68188828602433,3.4048642232082784,1,-0.0006220266485381132,1.0025431347046758,1e-08,0.0003110139752598423,0.0003118049256939648,243,18961,200,7.302508152103019e-09,2913026151
86,0.050077307845928384,0.001581407873864381,2.7265900857510097,1.0,269.23675792710856,3.5547859678044915,1,-0.0007005100488954583,1.0008236320551562,1e-08,0.00035025589803091493,0.0003505443800160407,247,19208,200,8.061091842224193e-09,3082713575
87,0.049725937700003185,0.0016623322678380936,2.7813218927654577,1.0,272.4671854758635,3.2303427578881383,1,-0.0006978799914850353,1.006961994300172,1e-08,0.00034894082191195083,0.00035137014592519916,231,19439,200,7.92050458802015e-09,2286342512
88,0.04939340496774428,0.0016014892113918888,2.533570763687011,1.0,275.82152154808864,3.354253377299756,1,-0.0006569854409377694,1.0122964974360371,1e-08,0.0003284934138378901,0.0003325327322589028,239,19678,200,7.435260842106306e-09,3183280997
89,0.049079919665798034,0.0015697336920355615,2.616134473723429,1.0,279.2822277126834,3.4606224219314754,1,-0.0006261197244448686,1.0013566767249191,1e-08,0.0003130605799439484,0.000313485301946248,247,19925,200,7.572996414192598e-09,202329290
90,0.04873545427788054,0.0015620695668895415,2.8076905432020465,1.0,282.69778440566733,3.415474277921021,1,-0.0006852666737697186,1.0053444681665944,1e-08,0.0003426341903941436,0.00034446538791749193,243,20168,200,7.995739753611583e-09,2546314185
91,0.0484570175805236,0.001530386352035903,2.888926834212463,1.0,286.1150684086606,3.4168966482393444,1,-0.000552485006606513,1.0079394559379926,1e-08,0.00027624347446328373,0.000278436697356943,243,20411,200,8.355902523483531e-09,795262701
92,0.0481893230301099,0.0015657160856106822,2.4766918111099616,1.0,289.487007655669,3.371858298778534,1,-0.0005304054503004129,1.0093933968107658,1e-08,0.0002652033897383273,0.0002676945504136996,241,20652,200,7.370723073401626e-09,1126693322
93,0.04789548204414596,0.0015156645905992877,2.586030211238003,1.0,292.86295468593016,3.375862379092723,1,-0.000587708762750981,0.999952150836729,1e-08,0.00029385504668204575,0.00029384098596393904,243,20895,200,7.361592198403747e-09,316923447
94,0.04753922471760825,0.0014402567047559496,2.7857451396978887,1.0,296.43524995585904,3.572211598046124,1,-0.0007054526389931572,1.0100079649371696,1e-08,0.0003527272446409611,0.00035625732653771225,255,21150,200,8.227807976126475e-09,2412251492
95,0.04723851457008105,0.0014716297065668676,2.775348259901089,1.0,299.76324237370864,3.3279144018888474,1,-0.0005965667639047846,1.0081327778057663,1e-08,0.0002982842678537909,0.00030071014752720143,239,21389,200,8.104485730045745e-09,898169454
96,0.04696798493583762,0.0014739600683434623,2.4938111062222847,1.0,303.19214434782043,3.428817742038518,1,-0.0005380531756448132,1.0055845503101206,1e-08,0.00026902723809747893,0.00027052963424342713,247,21636,200,7.2864095973066906e-09,1998017632
97,0.046715656360174204,0.0014822891179139945,2.436265679473469,1.0,306.528849999886,3.3366219787858427,1,-0.0005063764704210354,0.9966023269808957,1e-08,0.0002531888285147992,0.0002523285756634158,237,21873,200,7.0950527054567205e-09,2693439162
98,0.04642437444645367,0.0014092727432317453,2.3852332517345713,1.0,310.0085525140166,3.4796201679855585,1,-0.0005749240092606361,1.0132864369063175,1e-08,0.0002874625605468993,0.00029128191372053414,249,22122,200,6.943323036684045e-09,953430838
99,0.046154746058371526,0.0014082526172689452,2.3080930659940915,1.0,313.3684011506848,3.3597658718936145,1,-0.0005406627523557371,0.9973976769441831,1e-08,0.0002703318789634927,0.00026962838808214373,241,22363,200,6.703136479003937e-09,1003195948
100,0.04587541908323979,0.0014062787985956282,2.4996610333002214,1.0,316.588523295708,3.2200284148566425,1,-0.0005571297812646696,1.0027335673791518,1e-08,0.0002785654975746085,0.00027932697513173566,231,22594,200,7.159187514563702e-09,569759625
101,0.04561252027198568,0.001464359366870329,2.524854543137444,1.0,319.9944090489298,3.4055039868690073,1,-0.0005241490787320696,1.0031426684175737,1e-08,0.0002620751958131984,0.00026289881125411,241,22835,200,7.343375641943393e-09,2088248925
102,0.04536239497128619,0.001358890902895144,2.2644604894143012,1.0,323.4226069240831,3.428112735040486,1,-0.0004969523256559287,1.0066352169816586,1e-08,0.00024847660451367596,0.00025012530069948996,231,23066,200,6.431430030092523e-09,2070193368
103,0.04513449341723709,0.001295562955985635,2.18216035600186,1.0,327.2365805879235,3.8138837753795087,1,-0.00045368412282110896,1.004668779748549,1e-08,0.00022684247648875944,0.00022790155404910084,251,23317,200,6.285504127740219e-09,252747858
104,0.044882782593350906,0.0013747275375212505,2.6708107235199674,1.0,330.94124987674877,3.70458079688251,1,-0.0005025284117686124,1.0017740161302766,1e-08,0.00025126507558911345,0.0002517108238861837,247,23564,200,8.019682625263647e-09,1838704166
105,0.04465276599716118,0.0013655180069898046,2.4011308703860554,1.0,334.7369756340049,3.795641105622053,1,-0.0004589763221439921,1.0023000436173335,1e-08,0.00022948876202737823,0.00023001659618972908,249,23813,200,7.114532361069379e-09,1421566299
106,0.04440608537819835,0.001323237525433098,2.260454543146131,1.0,338.2713991617784,3.534338807221502,1,-0.0004929781671247004,1.0007751484060081,1e-08,0.00024648955297873547,0.00024668061896282456,239,24052,200,6.498028530244106e-09,718978776
107,0.04416395335087569,0.0012929729074452328,2.679595135614633,1.0,342.0339320236817,3.7624453478492796,1,-0.0004826720118830251,1.0032953270610105,1e-08,0.00024133674381993802,0.00024213202732266403,255,24307,200,7.641530646517374e-09,2150873358
108,0.04391992060704359,0.0013156102460110501,2.4413517314237336,1.0,345.5021979426965,3.468181198928505,1,-0.0004878354069868746,1.0004691279582165,1e-08,0.00024391831493104305,0.00024403274383209828,237,24544,200,7.187922867498683e-09,3736633151
109,0.043645032683075576,0.0013643131650416275,2.722654162522877,1.0,349.10638169478625,3.6040985421277583,1,-0.0005474790162712599,1.0041923660542282,1e-08,0.0002737403044081399,0.00027488792396801465,247,24791,200,7.814741268723816e-09,2389170661
110,0.04341758299440318,0.0012320372925104085,2.310358047287404,1.0,352.64760180097073,3.5411353847011924,1,-0.00045430417576244517,1.00130796739949,1e-08,0.00022715258050238734,0.0002274496886723945,243,25034,200,6.667492481609687e-09,2514609606
111,0.043122248823306925,0.0013107822417135248,2.7347511237887105,1.0,356.24140297668055,3.5936464718542993,1,-0.0005874140693663654,1.0055371195521459,1e-08,0.00029370787547633724,0.0002953341710962565,245,25279,200,7.96445183400117e-09,1566750241
112,0.042886465159569065,0.0013295033035659292,2.449224007606793,1.0,359.77843635808676,3.5369453788734972,1,-0.0004692409262263248,1.0049553275726943,1e-08,0.0002346210396310417,0.00023578366373785964,245,25524,200,7.020139266455267e-09,300643265
113,0.0426396292985606,0.0012987226836524794,2.4495555901352617,1.0,363.26881191972643,3.4902908420190215,1,-0.0004892819094993522,1.0089696127044705,1e-08,0.0002446415213108757,0.0002468358610084667,243,25767,200,6.9813035553790296e-09,48252076
114,0.042436390522028404,0.0012358674763079042,2.2443372389756195,1.0,366.71848259679973,3.449584140907973,1,-0.0004074557213067003,0.9975971785731037,1e-08,0.00020372829925490896,0.00020323877653219413,239,26006,200,6.436593765121107e-09,1228711018
115,0.042205281671094906,0.0013082547338896138,2.719344211221077,1.0,370.3070120937191,3.5884443568065763,1,-0.00045907632810978505,1.0068392637442438,1e-08,0.00022953897335513924,0.00023110885093349798,249,26255,200,7.853344525849684e-09,1201329064
